"Age","Gender","Latitude","Longitude","PSAI_M","PSAI_F","PSAI_Total","Mtoy","Ftoy","BEM_Masc","BEM_Fem"
34,1,43.23420715,-86.24839783,45,17,79.05,3.5,1,4.4,2.95
27,1,41.668396,-73.72250366,31,18,62.55,3,1,2.74,4.7
34,1,45.24490356,-123.1111984,45,24,71.35,3.75,1.67,5.8,4.8
59,1,41.49949646,-81.69539642,36,19,66.95,2.75,1,4.26,4.6
45,1,30.334198,-81.58229828,40,17,73.55,3,1,5.5,4.95
23,1,38.45779419,-122.6853027,48,25,73.55,3.75,2.33,4.85,3.85
26,1,45.6446991,-122.6297989,36,33,51.55,2.75,2.67,3.6,5.4
27,1,25.89230347,-80.20980072,51,15,87.85,4.5,1,5,4.2
21,1,26.02220154,-80.14959717,37,17,70.25,3.5,1.33,4.85,4.05
25,1,41.8500061,-87.65000153,38,25,62.55,3,1.33,4.05,3.2
31,1,35.97239685,-84.29039764,28,26,50.45,3,1.67,3.45,3.6
60,1,26.01119995,-80.14949799,51,16,86.75,4.5,1,4.3,2.45
33,1,42.73240662,-71.186203,35,15,70.25,3.25,1,4.85,3.2
28,1,33.93060303,-84.46130371,44,27,66.95,3.25,1.67,4.4,4.65
38,1,47.65969849,-117.4291,30,39,38.35,3,3.33,3.6,3.89
28,1,40.86689758,-74.8219986,46,15,82.35,3.75,1,5.9,3.95
24,1,25.72669983,-80.2358017,39,16,73.55,3,1,4.25,4.6
32,1,26.56809998,-82.01869965,38,31,55.95,3,3.67,3.68,3.65
23,1,38.69259644,-121.2689972,44,19,75.75,3.75,1.33,5.15,4.9
35,1,34.25419617,-110.0298004,58,14,96.65,5,1,3.45,4.9
35,1,34.46499634,-110.0912018,48,13,86.75,4,1,3.5,4.75
46,1,45.58479309,-122.9116974,41,20,71.35,4.5,1.33,4.25,4.35
46,1,45.50759888,-122.4306946,56,16,92.25,4.75,1,4.9,3.6
22,1,45.19490051,-123.2465973,27,32,42.75,2.75,3.33,1.45,1.5
25,1,28.01699829,-80.67359924,33,24,58.15,3.5,1.33,2.4,2.75
30,1,28.0717926,-80.62400055,44,19,75.75,3.5,1,5.2,4.15
51,1,38.6499939,-90.53340149,32,17,64.75,2,1.33,4.21,3.63
36,1,46.87210083,-113.9940033,43,29,63.65,3.25,1.67,5.32,4.5
37,1,29.76330566,-95.36329651,40,14,76.85,3.5,1,4,3.9
49,1,41.11439514,-112.0591965,39,20,69.15,3.25,1.33,5.75,5
37,1,38,-97,44,20,74.65,3,1,5.55,3.95
34,1,34.64930725,-85.98480225,46,25,71.35,4,1.67,6.15,4.85
49,1,41.09460449,-80.62419891,53,16,88.95,4,1,5.1,4.6
31,1,40.60839844,-75.49019623,38,17,71.35,2.25,1,5.3,4.1
48,1,44.05990601,-88.52780151,54,23,82.35,4.75,1.67,6.3,4.25
33,1,45.09010315,-87.71009827,50,20,81.25,3.5,1,5.1,4.8
41,1,38.99209595,-94.67710114,36,17,69.15,3,1,5.05,4.32
26,1,27.998703,-82.51560211,46,26,70.25,3.75,2,5.15,4.42
28,1,27.90029907,-82.30239868,34,16,68.05,2.5,1,4.8,4.3
26,1,27.91659546,-82.80319977,45,21,74.65,4,1,4.2,4
38,1,38.31190491,-90.15350342,50,15,86.75,3.25,1,6.05,3.95
31,1,35.62019348,-85.17620087,41,20,71.35,3.25,1,5.1,5.2
26,1,26.02059937,-80.24440002,29,25,52.65,1.75,1.33,2.95,4.15
49,1,42.33140564,-83.04570007,49,22,77.95,3.25,2,5.1,4.85
38,1,44.83399963,-91.57289886,15,12,51.55,1,1,6.7,5.55
35,1,36.54840088,-82.5617981,43,17,76.85,2.75,1,5.35,3.7
43,1,42.17939758,-75.94909668,37,12,75.75,2.75,1,3.55,3.3
20,1,43.49899292,-83.38510132,41,42,47.15,3.5,3,3.65,4.2
50,1,34.36610413,-117.3204956,48,26,72.45,4,2.33,6,4.75
34,1,42.42469788,-71.11119843,49,15,85.65,3.25,1,5.25,3.95
31,1,32.96470642,-80.20149994,41,21,70.25,3,1.33,4.4,4.2
25,1,43.21659851,-78.05840302,37,17,70.25,3.5,1,5.6,3.35
33,1,36.32310486,-86.71330261,35,15,70.25,2.5,1,4,4.05
56,1,26.62539673,-81.62480164,36,18,68.05,3,1,4.65,3.85
27,1,27.80059814,-97.39640045,31,24,55.95,2.25,1,3.7,5.25
34,1,35.08450317,-106.6511002,41,27,63.65,3.5,2,5.15,3.8
56,1,28.61849976,-81.43360138,21,17,52.65,2,1,2.55,1.89
79,1,41.71789551,-85.96640015,29,20,58.15,1.75,1,4.35,4
20,1,45.60229492,-122.5167007,16,12,52.65,1,1,1.89,1.42
53,1,47.60620117,-122.3320999,49,22,77.95,4.25,1,5.45,4.4
24,1,47.71569824,-122.3009949,50,25,75.75,3.5,2,6.45,3.26
24,1,47.65370178,-117.3143005,25,28,44.95,1.75,1.67,4.45,4.6
44,1,34.88890076,-81.0236969,38,22,65.85,2.75,1,5.45,4.2
19,1,36.08770752,-115.9284973,39,23,65.85,3.25,1,4.25,4.2
20,1,28.58869934,-81.18930054,42,26,65.85,4.5,1,5.2,3.15
33,1,43.46629333,-76.23889923,53,17,87.85,4.25,1,5.65,3.1
27,1,43.08979797,-73.50029755,27,21,54.85,1.25,1,4.45,3.85
21,1,40.71679688,-73.98609924,19,19,48.25,1,1,5,4.47
42,1,46.78329468,-92.1065979,47,24,73.55,3.75,1.33,5.05,4.25
31,1,43.71099854,-116.2516022,49,23,76.85,4,1,3.85,3.95
39,1,28.83009338,-81.36180115,35,25,59.25,3,1.33,3.5,4.7
57,1,40.86480713,-73.88670349,46,15,82.35,4,1,5.8,4.35
23,1,32.10009766,-110.6892014,46,23,73.55,4,1.67,5.5,4.7
22,1,44.13079834,-94,53,16,88.95,4.25,1,5.85,4.55
32,1,43.21650696,-123.3417053,50,17,84.55,3.75,1,5.1,5.2
35,1,41.95970154,-72.7960968,51,14,88.95,3.5,1,5.55,3.75
37,1,37.98869324,-84.47769928,51,37,63.65,4.5,3,4.3,5.4
20,1,35.00270081,-85.22399902,44,30,63.65,4.25,2,4.05,3.85
22,1,40.94869995,-74.24130249,36,20,65.85,2,1.33,4.55,3.9
29,1,28.30310059,-82.70480347,39,23,65.85,2.5,2,4.8,4.2
40,1,33.4651947,-112.0496979,39,26,62.55,3,1.33,5.05,4.65
53,1,32.22109985,-110.8237991,47,20,77.95,3.75,1.67,5.25,4.45
25,1,33.43530273,-112.3582001,37,32,53.75,4.25,2.33,5.45,3.1
38,1,41.83900452,-71.43730164,48,12,87.85,3.5,1,4.7,4.3
28,1,37.35400391,-76.74669647,55,22,84.55,4,1.67,5.55,5
60,1,33.50909424,-112.0264969,36,20,65.85,3.25,1,5.2,3.6
57,1,40.81619263,-74.21640015,45,20,75.75,3.25,1.67,5,4.3
57,1,42.2256012,-83.26850128,53,17,87.85,4,1.33,5.85,3.7
50,1,33.70809937,-117.7595978,40,26,63.65,3.75,2,3.6,4.15
58,1,40.2368927,-85.46790314,48,14,85.65,4,1,6.4,5
32,1,35.99850464,-86.7806015,39,42,44.95,3.25,3,5.6,4.05
23,1,41.07800293,-74.17639923,47,15,83.45,2.75,1,7,5.5
33,1,40.75959778,-73.64250183,49,18,82.35,4,1,5.4,4.2
29,1,32.22169495,-110.9264984,50,20,81.25,4.5,1,3,4.2
25,1,42.30270386,-83.24559784,33,31,50.45,2,1.33,4.2,4.47
32,1,36.06260681,-94.15740204,14,52,6.45,1,4.33,4.35,5.75
43,1,33.44839478,-112.0739975,47,26,71.35,3.75,2,3.9,4
34,1,28.00100708,-82.40129852,44,25,69.15,3.75,1.67,4.9,3.1
24,1,40.03930664,-75.0667038,46,15,82.35,3.5,1,4.7,4.85
18,1,39.02740479,-77.2365036,24,18,54.85,1.5,1.67,4.4,3.65
43,1,42.28179932,-94.290802,38,22,65.85,3.5,1,4.95,1.95
23,1,43.59539795,-96.7016983,43,16,77.95,3.25,1,4.15,4.9
22,1,40.69500732,-75.09829712,16,16,48.25,1.5,1,4.65,5.35
65,1,30.26719666,-97.74310303,44,23,71.35,3.25,1,3.3,3.16
28,1,29.36610413,-98.37670135,37,16,71.35,3,1,3.65,5.6
25,1,30.41540527,-97.79820251,31,18,62.55,3.75,1,2.55,1.9
22,1,28.14790344,-82.03990173,49,32,66.95,3.75,1.67,6.75,6.65
64,1,27.4138031,-82.36979675,48,12,87.85,3,1,6.55,4.4
18,1,40.86860657,-75.16410065,39,17,72.45,3.5,1,4.85,3.6
27,1,36.76460266,-76.1989975,33,26,55.95,2.5,2,5.3,4.3
57,1,32.2131958,-110.8872986,45,20,75.75,4,1.67,5.6,3.2
56,1,36.46760559,-94.32219696,26,25,49.35,1.75,1.67,4,5.05
29,1,36.30180359,-94.12149811,30,33,44.95,2.25,2.33,4.95,3.85
29,1,35.34790039,-94.35320282,39,25,63.65,3.75,1.67,4.2,3.9
61,1,30.48930359,-91.07420349,45,17,79.05,4.25,1,5.05,4.5
64,1,42.59359741,-83.59940338,57,19,90.05,4.5,1,4.65,4.4
54,1,32.78309631,-96.80670166,46,18,79.05,3,1.33,5.05,3.45
54,1,31.84570313,-102.3675995,41,21,70.25,2.75,1.33,5.45,3.4
36,1,47.60620117,-122.3320999,49,22,77.95,4,1.33,5.11,3.6
42,1,35.9940033,-78.89859772,43,17,76.85,3.75,1,4.65,3.75
31,1,29.18719482,-82.14009857,42,31,60.35,3,2,4.95,4.65
29,1,42.9960022,-85.63140106,54,29,75.75,4.5,2.33,5.6,4.5
40,1,30.2960968,-97.73690033,47,18,80.15,3.5,1,5.05,4.05
69,1,38.61430359,-90.44439697,36,20,65.85,3,1.33,5.75,5.6
55,1,48.76809692,-96.9516983,49,18,82.35,3,1,5.25,4.3
40,1,37.77580261,-122.412796,33,18,64.75,3,1,5.1,4.5
45,1,34.41940308,-119.7071991,44,18,76.85,3.25,1,4.7,4.2
48,1,34.04829407,-117.2612,49,19,81.25,4.5,1,5,4.75
23,1,34.09640503,-117.9667969,45,25,70.25,4,1.33,4.29,4.33
50,1,36.83999634,-119.8284988,48,18,81.25,3,1,5,3.95
33,1,41.18380737,-76.03410339,32,15,66.95,2.5,1,4.32,3.25
47,1,28.38189697,-82.65049744,39,22,66.95,3.5,1,3.55,4.4
27,1,28.12030029,-82.35289764,34,18,65.85,2,1,5.15,4.95
63,1,40.76939392,-73.96089935,40,23,66.95,3,2,6.35,5
29,1,24.58569336,-81.68099976,52,18,85.65,3.75,1.33,5.75,4.8
35,1,27.04069519,-82.35250092,39,25,63.65,3.5,2,5.3,4.65
35,1,36.63989258,-79.44940186,34,27,55.95,3,1.33,4.55,4.9
24,1,33.59620667,-112.1771011,51,36,64.75,4.5,2.67,5.5,4.85
29,1,33.44839478,-112.0739975,42,25,66.95,3.5,1,5.6,4.8
43,1,33.50920105,-111.8990021,26,19,55.95,1.5,1.67,3.7,4.75
44,1,33.48039246,-82.09410095,51,19,83.45,4,1.33,5.3,4
22,1,40.69500732,-75.09829712,14,18,43.85,1.5,1,4.35,5
32,1,33.00349426,-96.90000153,41,17,74.65,3.25,1.33,6.25,3.45
30,1,33.44839478,-112.0739975,49,16,84.55,4,1,4.1,4.1
22,1,36.17500305,-115.1371994,40,21,69.15,3.5,1,4.4,4.21
40,1,45.06080627,-94.07330322,46,24,72.45,3.5,1.67,4.75,4.75
37,1,40.31599426,-82.68579865,53,26,77.95,4.25,2,6.3,4
31,1,39.93589783,-75.15339661,45,16,80.15,3.25,1,5.7,3.95
27,1,40.36090088,-79.90149689,33,33,48.25,2.25,3,3.45,3.9
25,1,41.06869507,-94.3927002,42,24,68.05,3,1.67,4.5,2.8
22,1,35.94729614,-78.56259918,38,19,69.15,3.5,1,4.35,3.65
18,1,41.39889526,-83.65390015,48,29,69.15,4,2,4.9,2.9
22,1,41.44569397,-82.18049622,24,22,50.45,3,1.67,4.05,3.7
19,1,35.51530457,-79.20069885,40,22,68.05,2.5,1.33,5.75,5.8
32,1,33.82049561,-116.4586029,27,16,60.35,3.75,1,5.2,5.45
39,1,33.37339783,-84.85410309,52,22,81.25,4.25,2,3.95,3.8
58,1,33.52810669,-85.26000214,45,20,75.75,3.75,1.33,4,2.95
45,1,37.57369995,-91.52279663,47,24,73.55,3.25,1.67,3.5,4.85
34,1,30.38400269,-97.70729828,52,20,83.45,4,1,4.5,4.05
42,1,28.01460266,-82.41699982,35,20,64.75,3.75,1,3.2,4.2
41,1,28.93449402,-82.47229767,47,21,76.85,4,1.33,4.05,4.5
38,1,27.78990173,-82.6772995,40,26,63.65,3,2,4.95,4.45
27,1,28.27220154,-82.3321991,40,17,73.55,2.75,1.33,5,4.85
27,1,32.78379822,-117.0178986,32,16,65.85,3.25,1,3.85,2.7
25,1,33.44839478,-112.0739975,47,19,79.05,3.25,1.33,5.6,5.3
27,1,28.58979797,-81.49279785,45,18,77.95,3.25,1.33,5.85,4.35
26,1,28.66529846,-81.41880035,30,23,55.95,2.5,1.67,3.5,3.8
38,1,40.43440247,-80.02480316,37,15,72.45,2.25,1,6.11,4.1
28,1,18,-76.80000305,50,18,83.45,2.5,1,6.75,4.3
33,1,42.98640442,-78.72789764,37,24,62.55,3,1,4.8,4.35
29,1,36.63549805,-88.28299713,56,26,81.25,5,1.67,4.6,4.8
58,1,42.25270081,-84.28890228,34,21,62.55,2,1,4.1,4.8
24,1,39.61720276,-75.86779785,40,23,66.95,3,1,4.4,4.45
19,1,34.60450745,-120.397995,12,12,48.25,1,1,4.8,3.8
73,1,35.02900696,-89.78220367,51,12,91.15,4.5,1,4.6,5.15
22,1,44.93739319,-93.22190094,40,27,62.55,3,2.67,4.1,4.1
51,1,33.48039246,-82.09410095,40,18,72.45,2,1,5.7,4.35
26,1,41.8598938,-111.7059021,45,23,72.45,3.25,1,3.95,3.7
28,1,40.10049438,-74.72029877,38,22,65.85,3.25,1.33,4,5.3
27,1,30.06889343,-81.56210327,38,23,64.75,3.75,1.67,3.5,3.95
47,1,37.28790283,-77.41529846,40,15,75.75,3.5,1,5.35,4.45
43,1,42.00759888,-87.69560242,51,21,81.25,4.25,2,5.65,4.5
28,1,38.75210571,-121.2879944,55,26,80.15,4.25,1.33,5.8,4.65
25,1,26.53779602,-81.01129913,41,37,52.65,3.5,3.33,3.9,4.15
60,1,41.83210754,-87.78970337,53,15,90.05,4.25,1,4.84,3.1
35,1,40.46609497,-88.90339661,34,19,64.75,3.25,1,3.58,4.3
25,1,47.59150696,-117.3544998,28,32,43.85,2,2,4.15,4.65
38,1,26.69630432,-81.94290161,43,23,70.25,2.5,1,4.95,4.9
26,1,29.03219604,-95.46990204,41,18,73.55,3.5,1,6.5,4.55
34,1,34.12680054,-84.5739975,39,23,65.85,2.75,1.67,4.5,4.05
23,1,34.23869324,-118.4772034,34,28,54.85,2.5,2.33,4.15,4.25
55,1,42.36990356,-71.23529816,43,26,66.95,3.5,1.67,4.1,5.6
39,1,38.21479797,-85.7338028,56,38,68.05,4,3,5.05,5.15
22,1,38.16090393,-85.78510284,37,25,61.45,2.75,1,5.8,4.45
39,1,38.23899841,-85.7173996,52,30,72.45,3.5,2.33,5.35,5.1
39,1,38.23179626,-85.96089935,50,33,66.95,3.5,2,5.15,5.1
62,1,40.91569519,-81.13300323,51,28,73.55,4.25,1.67,4.65,5.8
32,1,33.52360535,-90.14050293,41,18,73.55,3,1,5.5,4.3
40,1,31.35180664,-94.83550262,57,22,86.75,4.5,1.67,5.85,5.4
54,1,31.54679871,-100.560997,39,19,70.25,2.75,1.33,5.3,4.1
39,1,35.22709656,-80.8431015,47,15,83.45,4,1,3.65,4.68
45,1,46.11540222,-67.91699982,42,18,74.65,3.75,2,3.8,4
56,1,26.1882019,-80.1710968,25,20,53.75,2.5,1.67,4.35,4.4
56,1,35.39019775,-82.37249756,44,16,79.05,3.25,1,5.26,4.1
34,1,39.83430481,-78.25550079,52,15,88.95,3.75,1,5.5,4.15
48,1,38.98219299,-94.67079926,44,20,74.65,3.75,1.33,4.8,3.05
19,1,40.68840027,-73.8227005,37,22,64.75,2.5,1,3.7,3.85
28,1,42.17939758,-75.94909668,36,28,57.05,3,1,3.74,4
25,1,42.91969299,-78.87789917,29,17,61.45,2.25,1.67,4.15,3.85
32,1,43.07440186,-75.21170044,53,23,81.25,3.75,1.33,5.7,3.8
30,1,44.51919556,-88.01979828,33,17,65.85,2.75,1,4.25,3.9
43,1,33.5243988,-81.94239807,48,27,71.35,4,2,4.1,3.8
43,1,41.50309753,-81.55400085,34,31,51.55,3,3,3.95,3.4
38,1,28.80670166,-96.9815979,35,16,69.15,2.5,1,3.84,4.8
24,1,33.47210693,-101.9397964,32,15,66.95,2.25,1,3.65,3.4
49,1,28.00100708,-82.40129852,38,26,61.45,3,1.67,4.25,4.4
40,1,43.61470032,-84.79270172,39,14,75.75,3,1.33,5.1,3.7
25,1,44.46690369,-84.61289978,45,18,77.95,4,1,4.45,3.75
58,1,35.91830444,-81.20020294,36,36,48.25,3,2.33,4.3,5.25
42,1,42.05940247,-71.93560028,42,20,72.45,3.75,1,5.05,4.95
49,1,47.63439941,-122.3422012,51,25,76.85,4,1.67,5.4,4
26,1,44.97999573,-93.26380157,48,19,80.15,3.5,1,4.25,4.1
22,1,35.08450317,-106.6511002,23,27,43.85,1.5,1.67,5.2,4.8
19,1,35.22709656,-80.8431015,39,24,64.75,3.5,1.33,5.05,4.65
57,1,34.9302063,-79.76699829,39,19,70.25,3.5,1.33,4.2,4.25
35,1,35.05270386,-78.87840271,21,19,50.45,1.5,1.33,3.35,4.15
23,1,34.14219666,-81.20469666,38,27,60.35,3,1.67,4.95,4.1
35,1,40.25939941,-81.9641037,34,31,51.55,3.5,1.67,3.7,4.3
31,1,39.96159363,-83.998703,46,22,74.65,3.5,1.67,6.05,2.35
35,1,34.0007019,-81.03479767,45,30,64.75,3.75,1.67,5.05,4.11
66,1,33.1434021,-117.1660995,28,19,58.15,2,1,4.65,3.7
44,1,33.88859558,-117.8130951,47,16,82.35,4,1,4.5,3.85
40,1,41.76060486,-88.32009888,36,22,63.65,3,1.33,4.05,3.95
63,1,44.52409363,-87.9056015,44,17,77.95,3.25,1,5.15,4.15
34,1,32.52059937,-92.1065979,56,21,86.75,4.75,1,5.5,4.65
31,1,34.37590027,-118.6161957,40,25,64.75,3,1.67,3.55,4.55
23,1,38.90080261,-94.63770294,44,21,73.55,3.25,2,5.75,3.8
49,1,41.0249939,-91.93070221,45,24,71.35,3.5,1.67,4.75,4.9
60,1,36.17500305,-115.1371994,39,22,66.95,2.25,1,5.4,5.2
38,1,40.15739441,-76.79779816,49,18,82.35,4,1,5.3,4.6
21,1,39.48219299,-77.45760345,40,25,64.75,2.75,1.67,5.05,5.25
37,1,30.16720581,-81.77149963,34,14,70.25,2.25,1,4.5,3.8
36,1,32.39430237,-93.72850037,50,17,84.55,3.75,1,4.9,4.5
43,1,25.95700073,-80.18000031,54,20,85.65,4.25,2.67,5.1,5.35
41,1,27.24980164,-80.37969971,35,21,63.65,2.5,1.33,5.65,3.9
31,1,27.24980164,-80.37969971,38,22,65.85,3.25,2,4.7,3.6
45,1,44.84190369,-123.0886002,48,22,76.85,4.25,2,3.95,5.1
31,1,40.01780701,-74.94490051,42,23,69.15,3,1.67,6.25,4.85
70,1,42.17329407,-72.77149963,33,19,63.65,3.25,1,5.9,4.6
47,1,47.97900391,-122.2021027,41,28,62.55,3.5,1,5.8,5.05
21,1,42.55299377,-83.48020172,36,16,70.25,3.75,1,4.1,3.2
42,1,27.17990112,-82.38939667,43,42,49.35,3.25,4,5.75,5.3
42,1,41.55070496,-72.09359741,38,26,61.45,3,2.67,4.25,5.1
47,1,45.10159302,-123.4197006,24,15,58.15,1.5,1,5.1,4.55
29,1,33.81100464,-84.28690338,42,19,73.55,2.5,1,5.8,3.2
30,1,33.5789032,-117.1412048,40,27,62.55,3.25,1.33,2.4,4.05
22,1,33.54260254,-117.3390961,40,22,68.05,3.25,1,3.95,4.4
44,1,35.97669983,-78.55439758,41,25,65.85,3.75,1.33,3.9,4.35
47,1,32.86199951,-96.59259796,41,18,73.55,3.5,1.67,4.85,4
42,1,41.01460266,-81.44439697,39,22,66.95,3.25,1,4.9,4.9
56,1,37.87539673,-121.6867981,46,21,75.75,3.5,1.33,5.89,5.25
30,1,37.97529602,-121.3244019,37,27,59.25,2.5,2.33,5.6,3.7
37,1,40.58700562,-111.9878006,35,23,61.45,3.75,2,4.2,2.85
23,1,47.13150024,-122.0462952,47,28,69.15,4,2.33,4.6,4.85
29,1,47.94219971,-122.2397995,19,27,39.45,1.75,1.67,4.6,4.05
60,1,41.06669617,-74.81279755,51,22,80.15,4,1.33,5.35,4.8
40,1,34.085495,-117.7344971,32,23,58.15,2.25,1.33,3.55,5
33,1,40.01919556,-75.09400177,30,18,61.45,2,1,4.05,4.25
21,1,39.96859741,-75.17620087,41,39,50.45,3.5,2.67,4.65,4.9
28,1,48.86669922,2.333297729,45,20,75.75,4.25,1.33,5.85,5.2
28,1,60.17559814,24.9342041,41,30,60.35,3.75,2.67,3.5,4.9
44,1,48.92669678,2.719604492,46,28,68.05,3.75,2,5.15,4.2
45,1,48.96359253,2.882400513,49,31,68.05,4.25,2.67,5.47,4.25
27,1,33.43409729,-88.35649872,41,19,72.45,3.5,1,5.6,3.65
24,1,34.20410156,-118.9806976,36,30,54.85,3.25,1.67,3.85,4.4
27,1,40.51870728,-78.3946991,49,23,76.85,3.75,1.67,5.15,4.6
30,1,40.15449524,-75.38089752,33,18,64.75,2.75,1,4.25,4.45
30,1,41.2808075,-75.89620209,29,15,63.65,1.75,1,5.8,2.4
35,1,30.40089417,-90.39360046,48,23,75.75,3.25,1.33,5.15,4.15
67,1,32.77920532,-97.51950073,29,19,59.25,2.75,1,3.05,4.55
32,1,28.04069519,-81.90429688,46,35,60.35,3.75,2.33,4.2,5
31,1,38.63999939,-84.59349823,46,20,76.85,3.5,1.33,4,4
23,1,33.96090698,-83.37789917,38,19,69.15,3.5,1,3.9,4.3
35,1,44.07150269,-92.5279007,46,22,74.65,3.75,2,3.85,3.35
22,1,44.12130737,-124.0023041,38,20,68.05,1.5,1,4.2,3.75
22,1,44.12130737,-124.0023041,41,35,54.85,3,2.67,4.05,4.55
61,1,43.7559967,-88.36660004,43,14,80.15,4.25,1,4.75,4.85
61,1,43.94999695,-88.08429718,51,14,88.95,4.5,1,4.75,4.55
21,1,40.86689758,-74.8219986,12,12,48.25,1,1,4.65,4.65
22,1,40.18769836,-75.00579834,28,28,48.25,2,2,4.47,4.42
33,1,40.61659241,-74.01239777,44,27,66.95,3.25,2,6,5.25
44,1,42.83560181,-78.74839783,54,19,86.75,4,1,5.6,3.5
25,1,47.72940063,-116.7566986,32,17,64.75,2.5,1,4.05,4.1
55,1,33.71530151,-116.2373962,50,19,82.35,3.75,1,4.5,4.55
24,1,37.70829773,-97.22509766,46,28,68.05,3.5,2,2.6,6
20,1,41.45579529,-81.0184021,44,18,76.85,3.75,1.33,3.55,5.25
40,1,36.03709412,-86.6371994,47,19,79.05,3.75,1.33,5.3,3.05
35,1,38.44119263,-121.3063965,46,23,73.55,4.25,1,3.85,4.2
23,1,38.55740356,-121.3209991,35,25,59.25,2.5,2,4.15,3.75
46,1,42.76269531,-84.44270325,55,20,86.75,4.5,1.33,5.45,4.5
23,1,37.95359802,-122.0780029,33,33,48.25,2,2.67,4.9,4.25
52,1,40.52819824,-88.98010254,43,26,66.95,3,1.67,5.2,3.7
32,1,33.9058075,-84.18029785,56,22,85.65,4.25,2,4.5,4.25
26,1,40.01780701,-74.94490051,47,25,72.45,3.5,2.33,5.3,4.8
44,1,36.29389954,-119.828598,35,23,61.45,3.25,1,4.1,3.95
24,1,32.3117981,-110.9259033,40,22,68.05,3.75,1,5.45,4.35
36,1,47.30369568,-122.3744049,46,23,73.55,3.25,1.33,3.95,4.5
42,1,40.15820313,-80.25530243,38,33,53.75,3,1.67,4.89,3.95
27,1,42.88279724,-85.78279877,55,23,83.45,4.25,1.67,6.25,4.95
30,1,38.40310669,-78.8914032,34,28,54.85,3.25,2,4.3,4.5
23,1,45.01480103,-123.0155945,30,14,65.85,1.5,1,5.16,4.7
51,1,48.79820251,-122.4098053,49,24,75.75,3.75,2,5.05,3.5
62,1,37.91369629,-122.0117035,50,22,79.05,3.75,1.67,4.5,3.45
27,1,42.26679993,-83.85620117,29,39,37.25,2,2.67,4.15,4.8
30,1,39.92419434,-83.80879974,41,21,70.25,3.5,1,4.7,4.35
33,1,30.16610718,-81.70649719,48,13,86.75,4,1,6.45,4.35
39,1,32.08349609,-81.09980011,46,20,76.85,3.5,1,5.55,4.7
37,1,33.09750366,-80.1753006,28,18,59.25,2,1,4.75,3.6
32,1,37.75549316,-87.04340363,35,21,63.65,2.75,1.33,2.4,3.7
26,1,35.31869507,-82.46089935,37,26,60.35,3.5,1,5.15,3.65
36,1,35.79820251,-86.43560028,31,17,63.65,2,1,3.8,4
25,1,33.87530518,-117.5663986,36,16,70.25,2.75,1,5.55,4.9
33,1,33.51199341,-83.94960022,45,19,76.85,3.75,1,5.75,5.25
45,1,39.26919556,-94.38909912,44,20,74.65,3.75,1,4.75,5.25
21,1,41.55769348,-87.72740173,35,16,69.15,3,1,3.8,4.35
21,1,29.58920288,-98.29389954,53,30,73.55,4,2.33,6.15,4.4
49,1,32.36940002,-96.78730011,43,21,72.45,3,1.33,4.3,4.65
32,1,42.0980072,-88.01409912,59,17,94.45,4.75,1,5.6,3.95
29,1,28.58979797,-81.49279785,56,21,86.75,4.25,1,5.65,5.15
22,1,38.69610596,-121.5610046,46,18,79.05,3.25,1,4.4,3.6
45,1,42.98750305,-82.46659851,40,23,66.95,3.5,1.33,4.35,4.89
35,1,41.50309753,-81.55400085,44,28,65.85,4,2,5.35,5.2
58,1,41.48170471,-81.80239868,54,24,81.25,4,2,5.1,5.2
61,1,34.74490356,-92.32050323,42,35,55.95,3.5,2.67,3.65,4.9
28,1,28.32569885,-80.61219788,23,22,49.35,3,1.67,4.1,5
23,1,30.65750122,-88.15859985,48,18,81.25,4.75,1.33,5.6,4.25
40,1,42.45629883,-87.87039948,50,26,74.65,3.5,1.33,5.85,4.2
27,1,34.49429321,-84.91120148,19,12,55.95,1,1,2.11,2.15
27,1,39.02409363,-94.67140198,51,15,87.85,4.25,1,4.95,4.9
44,1,42.26679993,-83.85620117,28,19,58.15,1.5,1,4.75,3.95
50,1,32.96890259,-96.79910278,44,18,76.85,3.75,1,3.45,3.53
45,1,35.34559631,-119.0755997,35,20,64.75,3,1,4.55,4.35
37,1,40.55979919,-111.9664993,34,25,58.15,3,1.67,4.45,3
27,1,28.88409424,-81.23480225,35,20,64.75,2.5,1,3.85,4.85
30,1,41.6934967,-87.61450195,33,14,69.15,2.75,1,3.6,3.7
30,1,27.71670532,85.31671143,40,25,64.75,3,2.33,5.3,5.25
22,1,30.03120422,-81.40540314,27,18,58.15,2.5,1.67,4.05,4.2
35,1,14.5500946,121.0360107,42,23,69.15,4.25,1,3.53,4.3
49,1,38.23449707,-76.43080139,40,16,74.65,3.25,1,4.55,3.95
26,1,39.08979797,-77.06109619,40,20,70.25,2.75,1.33,4.75,2.4
23,1,41.39880371,-76.79219818,36,36,48.25,2.5,2.33,4.2,4.25
32,1,35.78759766,-77.98439789,48,25,73.55,4,1.67,4.8,4.26
29,1,41.02319336,-81.62799835,40,14,76.85,2.25,1,4.7,4.5
49,1,33.8321991,-78.64910126,50,14,87.85,3.75,1,5.55,4.5
26,1,34.14840698,-118.1661987,20,20,48.25,2,1,3.8,3.25
23,1,42.34840393,-71.15509796,43,25,68.05,3,1.67,3.7,3.65
20,1,14.6414032,121.1117859,46,25,71.35,3.75,1.67,6,3.5
28,1,40.46800232,-87.67310333,44,20,74.65,3.5,1.33,4.05,4.4
