"Age","Gender","Latitude","Longitude","PSAI_M","PSAI_F","PSAI_Total","Mtoy","Ftoy","BEM_Masc","BEM_Fem"
35,2,38,-97,22,52,15.25,1,3.67,4.75,4.9
58,2,28.03739929,-82.39019775,30,40,37.25,2.25,3.33,3.05,4.4
28,2,38.40429688,-81.97019958,38,34,52.65,2.25,2.67,5.85,3.85
30,2,41.79319763,-81.05780029,33,28,53.75,2.25,3,4,4
28,2,41.35980225,-80.71479797,38,28,59.25,3,2,3.9,4.05
35,2,34.73860168,-76.7677002,26,34,39.45,1.5,2.33,4.15,4.95
36,2,35.19360352,-79.46130371,32,39,40.55,2.25,2.67,4.5,3.7
38,2,36.24040222,-80.29340363,44,39,53.75,3,2.67,5.65,4.74
46,2,36.14599609,-80.32430267,39,44,42.75,3,3.33,4,4.1
28,2,45.41349792,-92.17919922,24,50,19.65,1,3.67,3.2,5.4
29,2,45.52330017,-91.69989777,31,33,46.05,3.25,2.33,4.3,4.35
39,2,43.04600525,-88.38890076,29,45,30.65,2.5,3.67,4.2,4.74
31,2,38.80079651,-91.04869843,30,41,36.15,2,3,3.75,4.5
24,2,32.70379639,-109.6557999,47,34,62.55,3.25,3,4.1,4.1
46,2,40.12409973,-82.38279724,35,35,48.25,3,3,5.29,5.8
54,2,38,-97,40,49,38.35,3,4.33,5.25,5.25
25,2,33.87530518,-117.5663986,33,37,43.85,2.5,3,4.4,3.8
21,2,35.08869934,-92.44210052,22,44,24.05,1.5,3,4.45,5.85
60,2,33.44839478,-112.0739975,22,38,30.65,1,3.33,4.25,4.35
43,2,33.44839478,-112.0739975,20,52,13.05,1,4.33,4.89,5.1
32,2,39.73919678,-104.9847031,40,42,46.05,2.75,3.67,5.45,4.1
51,2,41.10339355,-104.905899,32,43,36.15,2.5,4,3.75,5.3
34,2,37.83000183,-86.09339905,25,37,35.05,2.25,3.33,5.4,4.7
45,2,35.19880676,-106.7034988,28,40,35.05,2.25,3.33,3.95,3.6
40,2,35.19880676,-106.7034988,29,42,33.95,2.25,3.67,5.5,5.05
29,2,40.49989319,-105.2647018,48,27,71.35,3,1.67,4.75,5.45
25,2,40.51699829,-74.86799622,37,33,52.65,3,3,3.05,4.47
58,2,28.94000244,-81.98970032,22,38,30.65,1.25,3,6.35,5.25
21,2,26.9855957,-82.09100342,46,46,48.25,3.25,3.67,5.75,5.3
24,2,40.18080139,-77.21389771,45,39,54.85,4.25,2,5.45,4.4
24,2,42.34840393,-71.15509796,31,46,31.75,1.75,3.67,4.05,3.9
29,2,30.35490417,-91.07679749,47,35,61.45,3,2.33,4.85,4.8
34,2,30.3999939,-91.145401,48,30,68.05,3.25,2.67,6.2,3.85
23,2,32.97749329,-117.023201,43,27,65.85,3.25,1.67,4.3,3.9
26,2,32.72880554,-83.68650055,22,39,29.55,1.75,2.67,3.85,4.25
25,2,42.36459351,-71.10279846,30,34,43.85,2.75,2.33,4.2,4.25
63,2,34.48390198,-114.3225021,25,51,19.65,2.5,4.67,3.11,4.82
52,2,44.26280212,-121.226799,37,48,36.15,2.5,4.67,5.4,5.5
34,2,44.04620361,-123.0220032,29,44,31.75,1.75,3.67,4.1,5.85
19,2,31.43940735,-87.44740295,59,38,71.35,4.75,3.33,6.55,6.1
47,2,35.17019653,-93.19120026,34,26,57.05,3.5,3,4,4.37
42,2,44.30599976,-91.24859619,25,33,39.45,1.25,2.67,3.05,4.95
32,2,29.95469666,-90.07510376,29,18,60.35,1,1.67,5.7,5.3
35,2,39.53500366,-80.71440125,49,35,63.65,3.25,2.67,4.95,4.4
30,2,39.92590332,-122.2835007,20,39,27.35,1.5,2.67,3.05,3.6
61,2,29.39920044,-82.44550323,32,43,36.15,2,3.67,5.89,5.26
33,2,43.85969543,-85.40979767,24,34,37.25,2,3,4.15,4
57,2,45.0670929,-89.98339844,27,37,37.25,1.75,3,4.65,4.35
31,2,35.05270386,-78.87840271,42,22,70.25,3.25,2,4.25,3.75
35,2,41.45710754,-81.79350281,21,52,14.15,1.25,3.67,3.55,4.7
63,2,40.03579712,-84.17749786,30,50,26.25,2,4.67,3.7,4.65
21,2,40.16760254,-84.21779633,42,33,58.15,3.5,2.67,5.15,5.75
65,2,38.02929688,-78.47669983,21,53,13.05,1.5,4,5.35,5.9
37,2,34.46099854,-84.42780304,13,35,24.05,1,3.67,4.15,4.45
54,2,42.96339417,-85.66809845,42,57,31.75,4,4,3.95,6
35,2,34.70120239,-92.05549622,49,52,44.95,3.25,5,6.1,4.2
28,2,30.24060059,-81.6187973,23,38,31.75,2,2.67,4.4,3.55
21,2,36.0480957,-85.01979828,25,27,46.05,1.75,2,4.2,4.8
36,2,40.50349426,-121.8088989,45,29,65.85,3.75,2.33,4.35,4.55
35,2,39.65390015,-85.15180206,28,47,27.35,1.75,4.33,5.6,5.1
25,2,28.83009338,-81.36180115,34,31,51.55,2,3,4.95,2.45
50,2,32.22169495,-110.9264984,26,30,43.85,1.5,2.67,4.9,4.15
30,2,15.5,-88.03330231,34,41,40.55,2.25,3.67,3.6,5.4
49,2,21.01669312,-86.9312973,24,45,25.15,1.75,4.33,4.74,3.4
22,2,10.5,-66.91670227,21,29,39.45,1,2.33,5.95,4.15
38,2,40.28050232,-120.5047989,33,35,46.05,2,3.33,3.1,4.95
29,2,40.49819946,-111.8435974,31,35,43.85,2.5,2.33,4.2,3.95
30,2,40.72669983,-73.99810028,24,48,21.85,1.75,4,4.7,5.95
31,2,56.3269043,44.00750732,40,25,64.75,2.5,1.67,4.15,3.7
52,2,27,30,38,30,57.05,2.75,2.33,4.95,4.8
37,2,43.89289856,-93.28620148,37,35,50.45,3,2.33,4.5,4.8
23,2,38.89509583,-77.03639984,28,46,28.45,1.75,3.33,4.05,4.2
44,2,39.13169861,-77.28800201,18,29,36.15,1.75,2.33,1.8,4.55
49,2,32.29879761,-90.18479919,34,40,41.65,2.5,3.67,4.95,5.5
29,2,38,-97,28,22,54.85,1.25,1.67,5.05,4.8
44,2,41.05499268,-74.04599762,25,39,32.85,2,3,4.15,4.85
53,2,43.85969543,-85.40979767,29,29,48.25,1.75,2.67,3.8,2.6
49,2,34.0007019,-81.03479767,29,47,28.45,2.5,4,3.4,4.65
43,2,19.05000305,-98.19999695,37,44,40.55,2.25,4,5,5.45
41,2,43.41549683,-83.89910126,27,32,42.75,1.5,2.33,4.15,5.4
35,2,44.97999573,-93.26380157,32,43,36.15,2.75,3.33,4.55,4.85
55,2,32.58320618,-94.71479797,44,22,72.45,2.5,1.67,4.8,5.1
30,2,41.97279358,-87.66159821,22,43,25.15,2.5,3.67,3.6,3.5
21,2,39.02609253,-77.00839996,21,35,32.85,1.25,2.33,5.5,2.8
55,2,33.12879944,-107.0276031,42,15,77.95,3,1,5.15,4.6
35,2,38.83920288,-85.36689758,35,43,39.45,3,3.67,4.1,4.2
34,2,34.05220032,-118.2436981,32,38,41.65,2,3,4.95,5.45
33,2,37.95770264,-121.290802,24,47,22.95,2.25,4.33,4.2,3.6
50,2,26.6217041,-81.84059906,22,45,22.95,1.25,4,3.85,4.7
31,2,41.35809326,-86.31220245,38,25,62.55,2.5,2,3.3,4.8
40,2,33.37030029,-112.5838013,39,35,52.65,2.5,2.33,4.15,4.45
40,2,43.79440308,-83.00250244,32,37,42.75,1.75,2.67,4.1,5.3
17,2,35.97810364,-115.2117004,25,32,40.55,2,2,4.35,4.25
22,2,34.69889832,-86.6115036,40,38,50.45,3.5,3.67,4.15,4.35
24,2,42.28759766,-122.9001007,23,37,32.85,1.25,3.33,3.95,5
29,2,64.90060425,-148.1613007,45,34,60.35,3.5,2.33,4.9,5.35
28,2,38.8809967,-77.10430145,29,32,44.95,1.75,2.67,4.05,5.1
51,2,32.72540283,-97.32080078,20,60,4.25,1.5,5,4.65,4.6
67,2,45.08050537,-85.24569702,24,45,25.15,2,4.33,5.1,5.05
67,2,44.95970154,-85.19539642,25,45,26.25,2,4.33,5.05,5.2
48,2,43.40420532,-70.74549866,25,48,22.95,1,4.33,4.4,6
53,2,37.49980164,-94.89150238,20,31,36.15,1.5,2.67,5.8,4.72
44,2,41.14579773,-74.99230194,24,44,26.25,1.5,4,4.65,5.2
58,2,38.76249695,-121.1649017,23,47,21.85,2,4,3.3,5.35
30,2,42.28430176,-89.01249695,35,47,35.05,2.25,4,4.75,3.6
18,2,37.76069641,-122.4841995,30,30,48.25,2.25,2,3.85,3.3
27,2,37.64559937,-84.77220154,43,29,63.65,3.25,1.67,4.65,5.8
28,2,30.31059265,-97.72270203,35,29,54.85,2.5,2,5.35,5.1
41,2,33.74560547,-117.8677979,33,40,40.55,2.5,3.33,3.7,5.75
36,2,33.71989441,-117.9031982,23,50,18.55,2.25,4.67,3.6,6.35
38,2,38.81390381,-121.1661987,22,45,22.95,1.75,2.67,4.05,5.5
29,2,42.57969666,-84.46029663,28,44,30.65,2.25,3.33,3.95,4.75
24,2,41.72079468,-87.70179749,14,45,14.15,1,3,3.9,5.2
53,2,41.51789856,-87.23529816,13,51,6.45,1,3.67,2.85,3.95
25,2,38.47380066,-121.4434052,32,33,47.15,2.25,2.67,3.2,3.65
29,2,37.32679749,-87.46959686,19,54,9.75,1,5,5.1,5.3
59,2,40.98120117,-76.95870209,14,39,20.75,1,2.33,5,4.32
29,2,41.8618927,-84.60379791,24,46,24.05,1.75,3.67,4.4,4.05
26,2,47.87190247,-97.15029907,27,52,20.75,2.75,4,2.7,3.6
60,2,40.98120117,-76.95870209,16,46,15.25,1,3,4.5,3.9
23,2,40.69110107,-75.17559814,26,59,11.95,2.75,4.67,5,4.79
33,2,36.72810364,-95.89969635,31,39,39.45,3,3,3.55,4.65
50,2,38.28320313,-122.0084991,47,39,57.05,3.25,3.33,4.8,3.6
34,2,34.08790588,-83.93720245,21,49,17.45,1,3.33,4.6,4.9
45,2,35.78869629,-78.6548996,36,29,55.95,2.5,3,3.4,4.45
41,2,35.48129272,-78.35140228,23,40,29.55,1.75,3,3.15,5.15
36,2,41.56959534,-87.79940033,40,43,44.95,3,3,4.15,4
25,2,40.04829407,-85.6855011,34,48,32.85,2.25,2.67,4.6,4.95
30,2,40.4763031,-86.95709991,51,30,71.35,4.25,3.33,4.35,4.55
63,2,40.91400146,-79.93199921,17,49,13.05,1,4,3.8,5.21
23,2,35.04840088,-82.08519745,18,47,16.35,1.25,3.67,3.4,5.95
47,2,33.93499756,-83.95379639,43,48,42.75,3,4,4.9,4.5
30,2,47.03430176,-122.8231964,28,41,33.95,2.25,3.67,4.65,4.75
41,2,42.09779358,-73.99669647,29,34,42.75,1.5,2.67,3,5
44,2,31.10639954,-97.40709686,17,31,32.85,1,1.67,5.05,2.5
37,2,26.27589417,-98.23300171,27,34,40.55,2,3.33,5.5,5.1
33,2,47.72050476,-122.2066956,13,41,17.45,1.25,3.67,4.85,4.9
21,2,30.10279846,-94.1740036,43,37,54.85,2.75,3.33,5.45,4.35
53,2,43.07499695,-89.45929718,35,33,50.45,2.25,2.67,5.65,4
34,2,44.74679565,-93.20210266,36,42,41.65,3,3.33,4.45,4.75
65,2,35.46150208,-86.4897995,32,41,38.35,2,3.33,4.85,4.65
24,2,41.15570068,-73.98999786,17,42,20.75,1.25,2.33,3.9,4.5
34,2,34.605896,-86.98329926,35,53,28.45,2.5,4,3.89,5.33
25,2,38.66569519,-90.32309723,41,46,42.75,3.25,4.67,4.1,5.55
31,2,43.66670227,-79.41670227,45,32,62.55,2.75,2.33,4.4,4.7
29,2,45.45089722,-122.6961975,39,34,53.75,3,2.67,4.75,4.55
23,2,38.0032959,-122.0317993,28,24,52.65,1.5,2,4.47,4.6
38,2,34.62989807,-88.57109833,31,50,27.35,2.5,4.67,4.2,5.35
45,2,33.66949463,-117.8231049,38,41,44.95,2.5,3,4.1,4.9
26,2,21.31359863,-157.8056946,23,40,29.55,1.5,3,3.85,4.5
45,2,36.89289856,-76.14679718,12,32,26.25,1,2,4.2,4.45
39,2,30.1882019,-91.32409668,34,38,43.85,2.5,3,3.95,4.5
33,2,34.00169373,-84.47100067,15,22,40.55,1,1,5.25,4.55
30,2,34.0921936,-117.4351044,28,44,30.65,1.75,4,3.65,5.1
50,2,39.65400696,-77.64320374,37,29,57.05,2.75,2,5.1,4.35
32,2,38.21839905,-122.767601,24,36,35.05,1.75,2.33,3.3,4.9
26,2,26.27200317,-80.25800323,25,25,48.25,1.5,2,4,4
31,2,42.94030762,-71.4434967,20,54,10.85,1.25,3,3.45,5.65
25,2,39.73919678,-104.9847031,21,57,8.65,1.5,4.67,4.5,5.95
46,2,42.09869385,-75.91799927,18,55,7.55,1,4.67,4.75,6.2
30,2,41.68159485,-72.94049835,22,32,37.25,1.5,1.67,5.5,5.15
43,2,38,-97,28,38,37.25,2,3,3.74,4.75
27,2,46.41670227,20.73330688,31,35,43.85,2.5,3,5.15,5.25
29,2,40.64489746,-73.95829773,43,33,59.25,3.5,2,4.7,4.2
30,2,40.55160522,-74.46369934,35,39,43.85,2.25,3.33,3.55,4.4
54,2,41.00810242,-73.94409943,27,47,26.25,2,4,5.3,5.1
44,2,38.45779419,-122.6853027,41,24,66.95,2.75,2,3.8,4.65
39,2,41.60710144,-76.24919891,33,43,37.25,2.25,3.67,3.9,4.2
28,2,45.78559875,-93.62090302,35,28,55.95,2.25,1.33,3.8,3.9
47,2,37.82719421,-88.93039703,24,42,28.45,1,3.67,3.6,4.7
60,2,20.89990234,-156.5388947,38,22,65.85,1.25,2,5.3,3.95
60,2,20.89990234,-156.5388947,34,20,63.65,1.5,1.67,5.4,3.9
53,2,40.77349854,-86.7154007,38,39,47.15,2.5,3.67,4.32,5.65
32,2,34.71929932,-86.56040192,35,42,40.55,2.75,3.67,5.25,4
64,2,37.0447998,-122.1020966,22,43,25.15,1.25,3.67,3.53,4.75
66,2,47.03790283,-122.9006958,33,30,51.55,2.25,1.67,5.85,4.4
57,2,38.47019958,-77.49559784,17,42,20.75,1,3.33,3.25,5.15
56,2,40.79179382,-74.24520111,14,44,15.25,1,4,4.35,4.4
24,2,41.61630249,-87.83709717,26,35,38.35,2,3,3.6,5.5
24,2,41.72079468,-87.70179749,14,38,21.85,1,2.67,4.35,5.25
46,2,36.83990479,-82.76100159,24,53,16.35,2,5,3.55,5.05
59,2,33.91879272,-84.06780243,24,55,14.15,1.75,4.67,4.8,5.47
61,2,35.97239685,-84.29039764,49,27,72.45,3.5,2.67,6,3.79
43,2,35.97239685,-84.29039764,17,53,8.65,1.5,3.67,2.45,6.55
46,2,29.76330566,-95.36329651,20,41,25.15,1,3.67,4.75,5
40,2,37.32389832,-121.9143982,30,39,38.35,2.5,3.33,3.5,4.2
28,2,40.28509521,-75.95230103,20,44,21.85,1.5,3,4.35,3.1
28,2,42.76539612,-71.46759796,32,33,47.15,2.75,3,3.35,3.9
30,2,40.48640442,-86.13359833,48,41,55.95,3.25,3.33,4.35,4.4
25,2,30.63110352,-88.2818985,43,29,63.65,2.5,2,4.1,4.85
63,2,45.11940002,-93.3361969,28,29,47.15,1.25,3,4.25,4.8
42,2,41.9763031,-88.14409637,23,23,48.25,1.75,2,4.25,4
31,2,40.70019531,-111.9433975,20,34,32.85,1,2.33,4.5,4
64,2,33.97909546,-84.1493988,41,41,48.25,3,3,4.63,5.65
30,2,33.62069702,-83.97370148,31,45,32.85,1.5,2.67,5.75,4.95
72,2,38.27459717,-104.6503983,30,44,32.85,2.75,3.67,5.05,4.55
51,2,44.65170288,-73.14710236,37,40,44.95,3.5,3,4.65,5.3
25,2,41.87449646,-87.65029907,38,27,60.35,2,3,5.05,3.55
35,2,34.21870422,-84.85399628,40,38,50.45,2.5,3,6.25,5
39,2,47.66059875,-122.2919006,25,49,21.85,1.25,3.67,5.15,4.9
22,2,45.48179626,-122.6004944,35,39,43.85,2.25,3,4.05,4.05
28,2,41.71940613,-70.4803009,17,46,16.35,1.25,3.67,3,4.05
26,2,47.60620117,-122.3320999,42,33,58.15,3.75,2.67,6.2,4.25
27,2,39.86309814,-76.15249634,35,29,54.85,3,2.33,3.8,3
46,2,34.25419617,-110.0298004,19,36,29.55,1.5,4,4,3.55
29,2,40.69549561,-89.4292984,21,42,25.15,1.25,3.33,4.2,4
34,2,37.76800537,-89.32749939,25,42,29.55,2,3.67,3.05,5.2
34,2,37.81799316,-89.02780151,27,44,29.55,2,3.67,3.7,5.3
44,2,47.84350586,-122.1957016,24,43,27.35,2,3.67,4.35,4.9
22,2,38,-97,28,46,28.45,2,3.67,5.4,4.95
61,2,45.19490051,-123.2465973,25,45,26.25,2,3.67,4.3,4.75
43,2,47.72050476,-122.2066956,47,46,49.35,3.5,3.67,5.95,4.05
53,2,36.36030579,-76.15450287,32,35,44.95,2.75,2.33,4.2,5.2
29,2,40.72439575,-88.52570343,28,35,40.55,2,3,3.8,5.6
53,2,45.39810181,-94.7009964,33,43,37.25,2.25,4.33,4.35,3.6
40,2,45.58599854,-95.95439911,19,32,33.95,1.75,3.33,5.9,4.65
42,2,38.6499939,-90.53340149,34,49,31.75,2.75,3.33,4.95,5.21
40,2,38.6499939,-90.53340149,35,35,48.25,2.75,3,4.15,4.4
39,2,47.4940033,-120.1954956,21,50,16.35,1.75,4,2.8,6.05
28,2,43.98579407,-97.17919922,37,39,46.05,2.75,3.33,4.8,3.9
62,2,41.60049438,-93.60910034,18,42,21.85,1.25,3,5.4,5.28
36,2,33.30619812,-111.841301,34,29,53.75,2.75,2.33,4.25,3.95
32,2,33.6309967,-112.0939026,15,14,49.35,1.75,1.33,5.55,5.65
57,2,44.33599854,-89.74030304,27,51,21.85,2.25,4.33,4.35,4.65
31,2,40.31410217,-112.006897,24,45,25.15,2,3.33,2.9,4.95
53,2,38.76319885,-121.2794952,36,34,50.45,2.25,3.33,4.65,4.7
32,2,33.63589478,-79.02799988,33,41,39.45,2.25,4,3.75,5.4
28,2,35.88070679,-82.30950165,26,51,20.75,2.75,4.33,4.5,4.3
36,2,39.72529602,-86.0042038,35,26,58.15,2.5,1.67,4.15,4.35
29,2,41.3927002,-83.31970215,27,30,44.95,1.25,2.33,3.75,3.4
60,2,38.78430176,-121.3706055,34,37,44.95,2.25,3,4.8,4.5
49,2,47.60620117,-122.3320999,28,46,28.45,1.5,3.33,2.95,5.8
46,2,28.53829956,-81.3792038,20,40,26.25,1.25,4,4.3,4.65
59,2,46.48869324,-122.4421997,39,37,50.45,2.5,3,4.05,5.2
37,2,32.88130188,-97.36219788,36,42,41.65,3,3.67,4.95,4.4
23,2,43.61349487,-116.2034988,41,19,72.45,2.75,1,4.65,3.95
57,2,32.22169495,-110.9264984,18,46,17.45,1.25,3.67,4.1,5.6
46,2,40.76080322,-111.891098,40,36,52.65,2,3.67,5.6,4.95
37,2,37.13380432,-82.87470245,37,33,52.65,2.75,2.67,3.85,3.6
26,2,42.25270081,-84.28890228,40,32,57.05,3.75,3,5.3,4.7
58,2,34.3368988,-77.89920044,23,38,31.75,1.5,1.67,4.85,5.65
43,2,36.46170044,-80.61910248,33,43,37.25,2.75,4,3.65,4.6
29,2,35.80589294,-78.79969788,27,33,41.65,2,2.67,3.45,4.95
36,2,39.21459961,-94.51589966,34,49,31.75,1.75,4,5.75,5.4
34,2,40.03579712,-84.17749786,38,23,64.75,3,1.33,4.75,3.5
67,2,25.85760498,-80.27809906,30,27,51.55,2,2,4.45,3.5
34,2,39.21459961,-94.51589966,29,37,39.45,1.5,2.33,4.25,4.85
26,2,27.94749451,-81.92040253,22,46,21.85,1.25,3,3.6,6.53
38,2,28.93449402,-82.47229767,35,35,48.25,2.75,3.33,5.05,3.4
26,2,31.62130737,-97.21009827,37,47,37.25,3.25,3.33,4,4.8
53,2,39.95480347,-82.76930237,27,32,42.75,2.5,2.67,2.95,4.68
29,2,39.94270325,-82.88680267,39,24,64.75,2.25,1.67,5.15,4.5
24,2,42.01060486,-87.66860199,40,42,46.05,2.75,4.67,4.85,5.15
25,2,44.80909729,-73.09220123,40,31,58.15,3.25,2,5.2,4.2
33,2,40.70869446,-73.82679749,31,47,30.65,1.75,3.67,4.45,4
44,2,41.78160095,-72.18099976,44,37,55.95,3.5,3.33,5,4.35
47,2,30.48620605,-81.53559875,34,29,53.75,2.25,2.33,5.21,4.4
48,2,33.5756073,-85.13400269,30,37,40.55,2.25,3,2.15,5.2
43,2,37.2519989,-79.97720337,33,43,37.25,2.75,3.67,5.25,3.1
26,2,41.34519958,-72.1088028,44,24,70.25,3.5,2.33,5.2,4.7
41,2,35.15089417,-117.9215012,22,47,20.75,2,3.67,4.7,5.3
45,2,42.99650574,-84.18740082,48,32,65.85,3.25,2.67,2.4,6.25
33,2,43.23449707,-71.52269745,24,55,14.15,2.5,4,3.3,5.05
52,2,34.1006012,-118.3274994,39,24,64.75,2.75,1.33,5.75,4.5
28,2,37.49389648,-82.96440125,16,59,0.95,1,5,4.8,5.5
22,2,26.09890747,-97.64320374,23,42,27.35,1.25,3.67,3.75,4.45
32,2,32.22169495,-110.9264984,22,59,7.55,2,5,2.2,5.45
38,2,37.1289978,-84.08329773,36,33,51.55,3,3.33,4.4,5.5
30,2,38,-97,26,47,25.15,2,4,4.55,4.95
37,2,47.74639893,-117.2548981,22,37,31.75,1.5,3,4.5,5.25
28,2,34.7440033,-92.42340088,32,41,38.35,3.25,2.67,4.5,4.4
46,2,41.8934021,-84.06590271,29,47,28.45,2.25,4,4.95,4.25
25,2,45.60229492,-122.5167007,34,45,36.15,2.25,3.67,3.4,4.6
27,2,45.45089722,-122.6961975,17,45,17.45,1,2.67,3.95,4.4
32,2,47.67399597,-122.1214981,32,47,31.75,2.25,3.33,3.75,4.35
39,2,47.68009949,-122.1206055,36,40,43.85,2.25,3.33,3.35,4.75
31,2,44.06900024,-123.0825043,30,49,27.35,2.75,3.67,3.85,6
52,2,38.75210571,-121.2879944,21,43,24.05,1.5,3.67,5.35,4.2
32,2,39.71580505,-121.8146973,18,40,24.05,1.5,3,3.8,5.35
23,2,41.15440369,-111.979599,22,54,13.05,1.25,4.67,4.45,5.95
63,2,39.90040588,-104.9428024,31,49,28.45,3,2.67,4.5,4.53
25,2,47.4828949,-122.2171021,32,47,31.75,2.25,3.67,4.85,4.45
37,2,35.91819763,-84.00340271,26,37,36.15,1.25,2.33,3.63,4.65
33,2,37.86579895,-122.2750015,35,31,52.65,2.75,2.67,6.3,3.5
51,2,40.76080322,-111.891098,19,46,18.55,2,3,3.75,4.9
50,2,40.49819946,-111.8435974,26,45,27.35,1.5,3.33,4.75,5.55
35,2,40.08929443,-77.20559692,22,32,37.25,2,3,3.8,4.75
35,2,40.04580688,-77.48069763,12,13,47.15,1,1.33,3.05,3.7
36,2,36.31340027,-82.35350037,34,43,38.35,2.25,3.33,4.3,5.15
24,2,41.23809814,-85.85299683,36,33,51.55,3.5,3,4.15,5.3
37,2,42.92640686,-78.74790192,25,49,21.85,1.75,3.33,3.75,4.55
42,2,43.08979797,-73.50029755,36,44,39.45,2.25,4,5.35,4.85
26,2,44.66090393,-74.92579651,38,32,54.85,2.75,2.33,4.7,4.45
64,2,44.97999573,-93.26380157,29,41,35.05,2,3.67,5,5
36,2,47.18539429,-122.2929001,29,42,33.95,3.25,4,3.7,4.7
50,2,40.28370667,-79.38210297,18,42,21.85,1,3,4,4
58,2,38,-97,30,40,37.25,2.75,3.33,4,5.05
71,2,45.63870239,-122.661499,32,38,41.65,2.5,3.33,3.65,4.45
33,2,45.52340698,-122.6762009,31,44,33.95,2.25,4,4.25,4.65
30,2,40.88340759,-74.21430206,16,52,8.65,1.25,4,3.8,5.15
28,2,33.32009888,-111.8739014,37,28,58.15,2.75,1.67,5,4.45
35,2,36.24729919,-115.2322006,31,33,46.05,2.75,3,2.47,4.9
33,2,36.21400452,-83.29489899,36,26,59.25,2.25,2,3.9,3.45
31,2,33.78849792,-117.8694992,33,34,47.15,2.25,2.33,4.84,5.2
61,2,41.58540344,-71.25740051,18,47,16.35,2,3.67,3.9,5.55
33,2,40.59579468,-74.15249634,26,28,46.05,2,2.33,2.95,4.85
32,2,40.60719299,-74.09670258,38,38,48.25,2.75,3.33,4.4,5.75
27,2,37.95550537,-87.53220367,35,36,47.15,2,2.67,4.11,4.25
20,2,39.95970154,-75.19680023,35,36,47.15,2,2.67,3.65,5.45
65,2,42.38299561,-71.96140289,12,39,18.55,1,2.33,4.65,4.75
26,2,34.53610229,-117.2911987,33,36,44.95,3,2.33,3.15,4.35
57,2,40.92900085,-74.1434021,30,45,31.75,2.5,3.67,2.95,5.7
27,2,40.48350525,-74.44319916,27,33,41.65,1,2.33,4.3,4.4
26,2,33.43559265,-112.3496017,36,35,49.35,3,1,3.45,5.85
42,2,29.02000427,-82.19020081,17,43,19.65,1,3.67,5.35,5.05
64,2,29.94459534,-93.91750336,46,53,40.55,3.5,5,3.9,5.95
29,2,31.26220703,-89.27230072,37,36,49.35,2.75,3.33,4.3,4.85
29,2,40.04089355,-75.63739777,24,34,37.25,1.25,2,4.9,3.25
45,2,33.64509583,-117.6786041,21,52,14.15,1.25,4.33,3.5,4.95
25,2,42.2256012,-83.26850128,24,50,19.65,2,4,3.15,4.5
32,2,42.49380493,-82.89849854,28,58,15.25,2,5,5.7,6
35,2,42.24620056,-83.17900085,28,21,55.95,2.25,1.67,4.55,3.65
38,2,42.28120422,-83.17949677,24,55,14.15,1.5,4.67,4.15,5.15
25,2,42.94250488,-85.6160965,30,44,32.85,2.25,3.33,3.25,4.95
28,2,42.94250488,-85.6160965,27,38,36.15,2.25,3.33,4.05,5.5
21,2,39.38699341,-74.62169647,33,43,37.25,2,3.33,4.4,4.85
31,2,38.79699707,-94.44920349,39,34,53.75,3,3,5.35,4.5
55,2,30.15209961,-85.72669983,37,56,27.35,3,5,4.85,6.06
22,2,33.48039246,-82.09410095,24,33,38.35,1,2.67,4.7,3.85
56,2,35.99119568,-86.92279816,16,39,22.95,1,4,2.5,4.75
24,2,39.24339294,-76.68029785,28,40,35.05,2.5,3.33,3.25,4.1
29,2,38.89120483,-76.89530182,20,44,21.85,1.25,4.67,5.35,5.65
27,2,39.32640076,-76.7141037,20,37,29.55,1.75,3.33,4.55,4.9
48,2,42.28430176,-85.22930145,26,31,42.75,1.75,2.67,3.6,5.1
38,2,42.68029785,-84.56310272,32,31,49.35,2.25,1.67,5.1,4.8
41,2,39.3795929,-78.02020264,32,51,27.35,2,4,4.5,5.15
40,2,33.70809937,-117.7595978,33,35,46.05,2.5,2.67,4.5,4.85
34,2,37.83340454,-92.12490082,15,54,5.35,1,3.67,5.35,4.1
24,2,40.98750305,-74.37879944,34,35,47.15,2.75,3,4.05,3.9
63,2,35.23440552,-80.90910339,14,42,17.45,1,3,4.25,3.45
23,2,46.45429993,-96.00910187,28,30,46.05,2,2.33,5.63,4.6
48,2,45.24740601,-88.12590027,24,51,18.55,1.25,3.33,3.75,5.9
37,2,40.65010071,-73.94960022,28,35,40.55,3,2.33,4.95,3.25
31,2,43.46659851,-112.0341034,30,56,19.65,2.25,4.33,4.35,6.1
19,2,40.73539734,-73.87830353,39,40,47.15,2.75,4,4.4,4.75
38,2,40.76159668,-73.79489899,33,48,31.75,2.25,4,2.8,4.1
40,2,41.88020325,-87.75659943,14,43,16.35,1,3,4.3,5.16
61,2,33.88839722,-118.3089981,37,31,54.85,3,2.33,4.05,4.5
58,2,40.04089355,-75.63739777,23,31,39.45,1.25,2.67,5.9,4.3
25,2,32.80360413,-79.9469986,31,24,55.95,2,1.67,5.1,3.25
48,2,42.46659851,-83.17819977,24,46,24.05,2,3.67,5.2,4.6
38,2,40.03930664,-75.0667038,26,48,24.05,1.25,2.67,4.95,4.95
49,2,30.34339905,-84.27159882,26,24,50.45,1,1.33,5.1,4.8
64,2,38.85180664,-94.7786026,29,38,38.35,2.5,3.33,4.55,4.05
19,2,39.61720276,-75.86779785,24,24,48.25,1.75,2,4.3,4.55
